name,level,session,dois
C NAPOLI,1,1,"10.1016/j.asoc.2017.08.057, 10.5755/j01.itc.46.1.13872, 10.5755/j01.itc.46.4.17331, 10.1109/TNNLS.2015.2480709, 10.1016/j.neunet.2018.08.023, 10.3233/IA-150089, 10.1109/TNNLS.2012.2216546, 10.1016/j.neunet.2016.07.004, 10.3390/mi7070110, 10.1109/LSP.2018.2866926, 10.1016/j.jocs.2017.04.008, 10.1109/TSG.2017.2718241, 10.1109/ACCESS.2018.2839699, 10.1016/j.eswa.2016.08.068, 10.1093/comjnl/bxu147"
C NAPOLI,2,1,"10.1016/j.asoc.2017.08.057, 10.5755/j01.itc.46.1.13872, 10.5755/j01.itc.46.4.17331, 10.1109/TNNLS.2015.2480709, 10.1016/j.neunet.2018.08.023, 10.3233/IA-150089, 10.1109/TNNLS.2012.2216546, 10.1016/j.neunet.2016.07.004, 10.3390/mi7070110, 10.1109/LSP.2018.2866926, 10.1016/j.jocs.2017.04.008, 10.1109/TSG.2017.2718241, 10.1109/ACCESS.2018.2839699, 10.1016/j.eswa.2016.08.068, 10.1093/comjnl/bxu147"
C NAPOLI,2,5,"10.1016/j.asoc.2017.08.057, 10.5755/j01.itc.46.1.13872, 10.5755/j01.itc.46.4.17331, 10.1109/TNNLS.2015.2480709, 10.1016/j.neunet.2018.08.023, 10.3233/IA-150089, 10.1109/TNNLS.2012.2216546, 10.1016/j.neunet.2016.07.004, 10.3390/mi7070110, 10.1109/LSP.2018.2866926, 10.1016/j.jocs.2017.04.008, 10.1109/TSG.2017.2718241, 10.1109/ACCESS.2018.2839699, 10.1016/j.eswa.2016.08.068, 10.1093/comjnl/bxu147"
E TRONCI,1,2,"10.1007/s10009-004-0149-6, 10.1016/S1571-0661(04)00329-9, 10.1007/s00236-002-0099-y, 10.1016/0304-3975(95)00105-0, 10.1142/S0129626417500037, 10.1007/s10009-005-0216-7, 10.1016/j.ipl.2017.02.001, 10.3233/FI-2016-1444, 10.1142/S0129054190000230, 10.1109/TAC.2017.2694559, 10.1016/S0951-8320(03)00089-9, 10.1016/S1571-0661(04)00327-5, 10.1016/j.ejcon.2013.02.001, 10.1109/TSG.2016.2596790, 10.1016/j.micpro.2015.10.010, 10.1007/s10009-005-0212-y, 10.1007/s10207-004-0037-9, 10.4204/EPTCS.193.7, 10.1145/2559934, 10.1016/j.entcs.2004.02.011, 10.1017/S0956796800001234, 10.3233/FI-2011-397, 10.1016/0890-5401(91)90057-9, 10.1016/0304-3975(95)00106-9, 10.1007/s00236-018-0315-z, 10.1017/S0269888910000160"
L TROIANO,2,1,"10.1109/TII.2018.2811377, 10.1016/j.fss.2015.06.004, 10.1080/00207160.2011.613460, 10.1007/s00500-015-1870-7, 10.1016/j.fss.2013.05.015, 10.1093/jigpal/jzq037, 10.1016/j.fss.2011.05.004, 10.1021/ci4004392, 10.1007/s12652-014-0231-1, 10.1007/s10618-013-0304-3, 10.1142/S0218488516400158, 10.1016/j.ins.2012.01.006, 10.1007/s12652-015-0322-7, 10.1016/j.fss.2008.01.028, 10.1007/s00500-007-0216-5, 10.1093/jigpal/jzr014, 10.1016/j.datak.2013.10.002, 10.1142/S0218488505003680, 10.1016/j.jcp.2018.01.039, 10.1016/j.ins.2013.09.041"
L TROIANO,2,5,"10.1109/TII.2018.2811377, 10.1016/j.fss.2015.06.004, 10.1080/00207160.2011.613460, 10.1007/s00500-015-1870-7, 10.1016/j.fss.2013.05.015, 10.1093/jigpal/jzq037, 10.1016/j.fss.2011.05.004, 10.1021/ci4004392, 10.1007/s12652-014-0231-1, 10.1007/s10618-013-0304-3, 10.1142/S0218488516400158, 10.1016/j.ins.2012.01.006, 10.1007/s12652-015-0322-7, 10.1016/j.fss.2008.01.028, 10.1007/s00500-007-0216-5, 10.1093/jigpal/jzr014, 10.1016/j.datak.2013.10.002, 10.1142/S0218488505003680, 10.1016/j.jcp.2018.01.039, 10.1016/j.ins.2013.09.041"
M GIACOMIN,1,1,"10.1016/S0004-3702(00)00030-8, 10.1016/j.artint.2005.05.006, 10.1016/j.artint.2014.03.003, 10.1016/j.artint.2010.11.005, 10.1016/j.artint.2007.04.004, 10.1016/j.artint.2018.01.003, 10.1016/j.artint.2014.08.004, 10.1142/S021821301000042X, 10.1142/S0218213007003278, 10.1016/j.artint.2005.02.003, 10.1016/j.artint.2006.04.001, 10.1093/logcom/exu012, 10.1142/S0218213017500026, 10.1080/13875860801944812, 10.1016/j.ijar.2009.02.006, 10.1017/S0269888911000166, 10.4018/ijdsst.2014010104, 10.1016/j.ijar.2017.10.002, 10.1080/09528130110116642, 10.1016/j.ijar.2010.05.004, 10.1093/logcom/exu059, 10.1016/j.artint.2013.05.002"
V BRUNI,2,2,"10.1016/j.matcom.2010.11.013, 10.1109/TSMC.2014.2331217, 10.1109/LSP.2010.2051616, 10.4304/jmm.1.1.44-55, 10.1109/TIT.2012.2192903, 10.1016/j.sigpro.2017.01.007, 10.1109/TIP.2009.2019808, 10.1007/s10851-011-0310-2, 10.1016/j.sigpro.2012.10.012, 10.1109/TASL.2009.2032623, 10.1007/s11760-013-0444-3, 10.1016/j.sigpro.2005.06.017, 10.1155/2009/986183, 10.1007/s11760-011-0220-1, 10.1007/s11760-012-0344-y, 10.1016/j.image.2006.11.006, 10.1155/2008/352986, 10.1016/j.patrec.2014.09.001, 10.1109/TIP.2003.817231, 10.1016/j.matcom.2013.02.009, 10.1007/s11760-008-0060-9, 10.1007/s11760-013-0447-0"
S GHIDONI,2,1,"10.1109/TITS.2009.2032770, 10.1155/2015/909123, 10.1016/j.robot.2014.03.022, 10.1155/2010/752567, 10.1016/j.patrec.2016.11.011, 10.1016/j.eswa.2013.07.047, 10.1016/j.eswa.2015.07.055, 10.1109/TASE.2014.2360233, 10.1016/j.patcog.2017.05.025, 10.1109/TITS.2010.2041231, 10.1016/j.robot.2016.10.006, 10.1016/j.eswa.2017.03.065"
M MANCINI,2,1,"10.3166/tsi.29.751-776, 10.3166/ria.20.621-638, 10.1016/j.envsoft.2009.05.013, 10.1109/TASL.2007.899256, 10.1504/IJADS.2016.10000985, 10.1016/j.procs.2011.09.085, 10.1109/THMS.2015.2480843, 10.1109/TAFFC.2017.2766938, 10.4108/ct.2.3.e1, 10.1007/s11036-010-0256-4, 10.1007/s10579-007-9057-1, 10.1016/j.entcom.2013.08.001, 10.1109/TSMCA.2011.2172415, 10.1145/2998571, 10.1007/s12193-010-0055-z, 10.3166/ria.20.477-498, 10.1007/s12193-010-0047-z, 10.1007/s12193-010-0048-y"
M MANCINI,2,5,"10.3166/tsi.29.751-776, 10.3166/ria.20.621-638, 10.1016/j.envsoft.2009.05.013, 10.1109/TASL.2007.899256, 10.1504/IJADS.2016.10000985, 10.1016/j.procs.2011.09.085, 10.1109/THMS.2015.2480843, 10.1109/TAFFC.2017.2766938, 10.4108/ct.2.3.e1, 10.1007/s11036-010-0256-4, 10.1007/s10579-007-9057-1, 10.1016/j.entcom.2013.08.001, 10.1109/TSMCA.2011.2172415, 10.1145/2998571, 10.1007/s12193-010-0055-z, 10.3166/ria.20.477-498, 10.1007/s12193-010-0047-z, 10.1007/s12193-010-0048-y"
R POSENATO,2,1,"10.1016/S0893-6080(96)00065-2, 10.1007/s10601-016-9243-0, 10.1051/ita:2006012, 10.1109/TSMC.2014.2300055, 10.1006/jcom.1997.0449, 10.1145/2240166.2240169, 10.1016/S0020-0190(98)00157-4, 10.1007/s00236-016-0257-2"
R POSENATO,2,4,"10.1016/S0893-6080(96)00065-2, 10.1007/s10601-016-9243-0, 10.1051/ita:2006012, 10.1109/TSMC.2014.2300055, 10.1006/jcom.1997.0449, 10.1145/2240166.2240169, 10.1016/S0020-0190(98)00157-4, 10.1007/s00236-016-0257-2"
D RIBONI,1,1,"10.1016/j.pmcj.2009.06.002, 10.1007/s00779-011-0448-3, 10.1016/j.artmed.2015.12.001, 10.1016/j.pmcj.2011.02.001, 10.1016/j.pmcj.2008.04.008, 10.1007/s00779-010-0331-7, 10.1016/j.pmcj.2008.04.002, 10.1007/s11280-007-0028-7, 10.1109/TNET.2014.2309011, 10.1504/IJWET.2009.025011, 10.1007/s00779-009-0232-9, 10.1016/j.pmcj.2014.09.010, 10.1109/MPRV.2007.86, 10.1145/3172869, 10.1016/j.pmcj.2017.02.002, 10.3390/info9030067, 10.1109/MIC.2015.78, 10.1109/TDSC.2012.19"
I TORRE,2,4,"10.1145/2448116.2448120, 10.1016/j.jvlc.2014.09.008, 10.1007/s11257-009-9067-3, 10.1177/0165551513509564, 10.1023/A:1025506816422, 10.1109/ACCESS.2017.2765746, 10.1016/j.intcom.2005.11.007, 10.1007/s11257-008-9052-2, 10.1080/08839510490463442, 10.1016/j.ins.2014.02.111, 10.1007/s00779-017-1068-3"
C MASTROIANNI,1,4,"10.1109/TGCN.2016.2603586, 10.1109/TNET.2010.2046745, 10.1109/MMUL.2007.29, 10.1016/j.future.2009.06.004, 10.1016/j.future.2010.03.002, 10.1007/s10723-007-9062-z, 10.1016/j.future.2015.07.010, 10.1007/s00354-011-0101-8, 10.1109/TEVC.2008.2011478, 10.1007/s10723-013-9277-0, 10.1155/2007/191393, 10.3390/a11100145, 10.1109/TCC.2016.2641618, 10.1016/j.future.2008.08.001, 10.1145/2897373, 10.1142/S012962641202001X, 10.1142/S0129626408003430, 10.3233/MGS-2009-0123, 10.1109/TCC.2013.17, 10.1016/j.jnca.2008.04.001, 10.1016/j.comnet.2011.09.009, 10.1016/j.jnca.2013.07.002, 10.1016/j.future.2005.06.001, 10.1016/j.future.2007.08.002, 10.1023/A:1018881605596, 10.4018/jwsr.2006100103, 10.1007/s10723-004-2809-x, 10.1109/TCC.2015.2506298, 10.1016/j.future.2008.04.001, 10.1002/cpe.4258, 10.1145/2382570.2382571, 10.1145/1352789.1352790, 10.1023/A:1019156528238, 10.1016/j.jnca.2018.08.015, 10.1016/j.future.2004.08.002, 10.1016/j.jnca.2009.05.001, 10.1016/j.parco.2008.07.001, 10.1002/cpe.1545, 10.1007/s11047-012-9326-9, 10.1016/j.future.2007.05.003"
C MASTROIANNI,2,5,"10.1109/TGCN.2016.2603586, 10.1109/TNET.2010.2046745, 10.1109/MMUL.2007.29, 10.1016/j.future.2009.06.004, 10.1016/j.future.2010.03.002, 10.1007/s10723-007-9062-z, 10.1016/j.future.2015.07.010, 10.1007/s00354-011-0101-8, 10.1109/TEVC.2008.2011478, 10.1007/s10723-013-9277-0, 10.1155/2007/191393, 10.3390/a11100145, 10.1109/TCC.2016.2641618, 10.1016/j.future.2008.08.001, 10.1145/2897373, 10.1142/S012962641202001X, 10.1142/S0129626408003430, 10.3233/MGS-2009-0123, 10.1109/TCC.2013.17, 10.1016/j.jnca.2008.04.001, 10.1016/j.comnet.2011.09.009, 10.1016/j.jnca.2013.07.002, 10.1016/j.future.2005.06.001, 10.1016/j.future.2007.08.002, 10.1023/A:1018881605596, 10.4018/jwsr.2006100103, 10.1007/s10723-004-2809-x, 10.1109/TCC.2015.2506298, 10.1016/j.future.2008.04.001, 10.1002/cpe.4258, 10.1145/2382570.2382571, 10.1145/1352789.1352790, 10.1023/A:1019156528238, 10.1016/j.jnca.2018.08.015, 10.1016/j.future.2004.08.002, 10.1016/j.jnca.2009.05.001, 10.1016/j.parco.2008.07.001, 10.1002/cpe.1545, 10.1007/s11047-012-9326-9, 10.1016/j.future.2007.05.003"
S SENATORE,1,5,"10.1155/2013/385974, 10.1007/s12652-013-0203-x, 10.1016/j.ipm.2011.04.003, 10.1016/j.fss.2003.10.018, 10.1016/j.ijar.2003.07.004, 10.1016/j.ins.2015.01.001, 10.1007/s00500-009-0469-2, 10.1007/s00500-010-0622-y, 10.1002/asi.20306, 10.1002/int.20239, 10.1002/int.20289, 10.1109/TFUZZ.2006.889970, 10.1016/j.fss.2003.10.004, 10.1007/s00500-011-0790-4, 10.1016/j.fss.2004.03.004, 10.1155/2014/840297, 10.1016/j.knosys.2013.09.024, 10.1016/j.ijar.2008.01.005, 10.1007/s00500-002-0188-4, 10.1016/j.asoc.2011.09.004, 10.1007/s00500-015-1643-3, 10.1016/j.knosys.2017.05.008, 10.1016/j.ins.2014.08.062, 10.1109/TFUZZ.2010.2040479, 10.1007/s10489-013-0451-7, 10.1002/int.20451, 10.1016/j.inffus.2016.11.003"
P SYMEONIDIS,2,2,"10.1007/s10115-014-0776-5, 10.1109/TSMC.2015.2482458, 10.1142/S0218213015400096, 10.1504/IJSNM.2013.059066, 10.1016/j.jss.2012.04.019, 10.1007/s10618-011-0215-0, 10.4018/jep.2010040104, 10.1016/S1364-8152(03)00140-3, 10.1016/j.eswa.2018.09.053, 10.1007/s11280-013-0228-2, 10.1002/isaf.1338, 10.1016/j.eswa.2007.05.013, 10.1007/s13278-013-0128-6, 10.1109/TKDE.2015.2496344, 10.1007/s10791-007-9038-4, 10.1016/j.datak.2013.05.008, 10.1109/TKDE.2009.85, 10.1109/TSMCA.2008.2003969, 10.1109/TASL.2009.2033973, 10.1007/s11280-017-0454-0"
M PROIETTI,1,4,"10.3233/FI-2009-183, 10.1016/S1571-0661(05)80634-6, 10.1016/j.scico.2016.11.002, 10.4204/EPTCS.129.12, 10.1007/s10990-008-9031-7, 10.1145/289121.289127, 10.1017/S1471068417000497, 10.1007/s001650200011, 10.1016/j.scico.2014.05.017, 10.1007/s00165-012-0233-8, 10.3233/FI-2015-1257, 10.1017/S0269888900008031, 10.1145/251595.251610, 10.3233/FI-2013-899, 10.1017/S1471068410000177, 10.3233/FI-2017-1461, 10.1007/s10990-008-9024-6, 10.3233/IA-2011-0014, 10.1016/S0743-1066(99)00029-1, 10.4018/ijismd.2013100104, 10.3233/FI-2012-738, 10.4204/EPTCS.219.5, 10.3233/FI-2013-845, 10.1017/S1471068411000627, 10.1017/S147106840400198X, 10.4204/EPTCS.169.3, 10.1093/logcom/ext071, 10.1017/S1471068418000157, 10.1016/0743-1066(93)90025-C, 10.1007/s00165-016-0408-9, 10.1016/0743-1066(94)90028-0, 10.4204/EPTCS.278.4, 10.3233/FI-2012-758, 10.1017/S1471068415000289, 10.1007/s10990-005-7008-3, 10.1016/0304-3975(94)00227-A, 10.1145/234528.234529, 10.1145/242224.242445"
P LOPS,1,2,"10.3233/IA-130054, 10.1016/j.ipm.2015.06.008, 10.1145/2501603, 10.1016/j.dss.2015.06.001, 10.1109/MMUL.2009.1, 10.1016/j.patrec.2017.06.011, 10.1016/j.knosys.2017.08.015, 10.1109/TCIAIG.2014.2355859, 10.1016/j.is.2015.06.007, 10.1007/s11257-006-9023-4, 10.1080/713827257, 10.1007/s10796-017-9780-0, 10.1080/00207720600891794, 10.1007/s10844-012-0215-6, 10.1007/s10209-008-0116-1, 10.1145/3130332.3130341, 10.1145/2362402.2362405, 10.1016/j.ins.2016.09.022, 10.1016/j.artint.2015.02.003, 10.1145/2948063, 10.1016/j.datak.2008.08.004, 10.1016/j.ijhcs.2018.03.003, 10.1109/MIS.2011.37, 10.3233/IA-130050, 10.3233/IA-130052, 10.1145/2533670.2533675, 10.1016/j.ipm.2016.12.003, 10.3233/IA-150079, 10.1016/j.is.2017.07.005"
P LOPS,1,5,"10.3233/IA-130054, 10.1016/j.ipm.2015.06.008, 10.1145/2501603, 10.1016/j.dss.2015.06.001, 10.1109/MMUL.2009.1, 10.1016/j.patrec.2017.06.011, 10.1016/j.knosys.2017.08.015, 10.1109/TCIAIG.2014.2355859, 10.1016/j.is.2015.06.007, 10.1007/s11257-006-9023-4, 10.1080/713827257, 10.1007/s10796-017-9780-0, 10.1080/00207720600891794, 10.1007/s10844-012-0215-6, 10.1007/s10209-008-0116-1, 10.1145/3130332.3130341, 10.1145/2362402.2362405, 10.1016/j.ins.2016.09.022, 10.1016/j.artint.2015.02.003, 10.1145/2948063, 10.1016/j.datak.2008.08.004, 10.1016/j.ijhcs.2018.03.003, 10.1109/MIS.2011.37, 10.3233/IA-130050, 10.3233/IA-130052, 10.1145/2533670.2533675, 10.1016/j.ipm.2016.12.003, 10.3233/IA-150079, 10.1016/j.is.2017.07.005"
T FLAMINIO,2,1,"10.1007/s11225-016-9705-9, 10.1016/j.entcs.2009.07.016, 10.1007/s00153-007-0045-3, 10.1016/j.fss.2014.02.010, 10.1017/jsl.2017.34, 10.1016/j.ijar.2017.11.003, 10.1093/logcom/exp013, 10.1016/j.ijar.2018.09.010, 10.1016/j.fss.2016.05.007, 10.1007/s00153-004-0253-z, 10.1016/j.fss.2006.06.016, 10.1093/logcom/exp012, 10.1007/s00500-016-2233-8, 10.1007/s00500-012-0838-0, 10.1016/j.fss.2015.02.018, 10.1007/s00500-007-0184-9, 10.1016/j.fss.2006.11.008, 10.1016/j.fss.2010.12.009, 10.1016/j.ijar.2009.10.002, 10.1016/j.ijar.2008.07.006, 10.1016/j.jal.2014.03.001, 10.1016/j.ijar.2012.08.006, 10.1007/s00500-014-1489-0, 10.1016/j.entcs.2006.07.027, 10.1007/s11225-016-9654-3, 10.1093/logcom/exx014, 10.1016/j.fss.2007.12.007, 10.1016/j.ijar.2007.10.006, 10.1016/j.fss.2016.09.017, 10.1016/j.ijar.2015.01.001"
A BUCCHIARONE,2,1,"10.1016/j.entcs.2009.03.018, 10.1016/j.jss.2008.05.030, 10.1109/MS.2018.2141026, 10.4018/jaras.2012070103, 10.1016/j.entcs.2006.11.004, 10.1016/j.infsof.2011.10.003, 10.1186/s13174-017-0057-0, 10.1016/j.entcs.2008.04.073"
A BUCCHIARONE,2,4,"10.1016/j.entcs.2009.03.018, 10.1016/j.jss.2008.05.030, 10.1109/MS.2018.2141026, 10.4018/jaras.2012070103, 10.1016/j.entcs.2006.11.004, 10.1016/j.infsof.2011.10.003, 10.1186/s13174-017-0057-0, 10.1016/j.entcs.2008.04.073"
R BASILI,1,1,"10.3233/IA-130054, 10.3233/IA-130039, 10.1080/09296179408590000, 10.1109/MIS.2003.1179195, 10.1016/0004-3702(95)00116-6, 10.1162/coli.2008.34.2.193, 10.1177/0278364917691112, 10.1017/S1351324910000112, 10.1007/BF00982637, 10.1016/0169-023X(95)00025-N, 10.1007/s10032-010-0138-0, 10.1142/S0218213002000952, 10.17562/PB-54-2, 10.1017/S1351324902002875, 10.3233/IA-170109, 10.1080/08839519308949994, 10.1080/088395197118244, 10.1080/08839510600753725, 10.1007/BF00982638"
F PERNICI,2,1,"10.1007/s00138-016-0799-x, 10.1109/TPAMI.2005.14, 10.1016/j.patrec.2006.02.014, 10.1016/j.cviu.2010.01.007, 10.1109/TPAMI.2013.250, 10.1016/j.cviu.2014.12.001"
A BOTTINO,1,1,"10.1109/ACCESS.2017.2763419, 10.1016/j.patrec.2009.05.020, 10.1016/j.entcom.2016.04.001, 10.1109/TBME.2012.2217496, 10.1016/j.cviu.2006.12.003, 10.1007/s003710000091, 10.3390/s121217504, 10.1016/j.patcog.2010.11.010, 10.3390/s131217445, 10.1006/cviu.2001.0918, 10.1016/j.patcog.2013.09.024, 10.1016/j.cviu.2014.04.006, 10.1007/s00371-013-0884-3, 10.1016/j.patcog.2005.06.008, 10.1109/MITP.2013.54, 10.1109/TPAMI.2003.1240121, 10.3390/s16060813, 10.1109/TPAMI.2004.130, 10.1016/j.patcog.2008.05.001, 10.1016/j.compmedimag.2014.12.005, 10.1016/j.cmpb.2016.02.005, 10.1142/S0218001415560017"
A MURLI,1,4,"10.1080/00207160.2010.537328, 10.1145/2616971, 10.1080/00207160701536354, 10.1145/326147.326149, 10.1002/cpe.1548, 10.1145/326147.326148, 10.1016/j.parco.2007.12.004, 10.1080/00207160.2014.899589, 10.1007/s10851-017-0739-z, 10.1016/j.procs.2013.05.290, 10.1016/j.jcp.2017.01.034, 10.1080/00207160701504113, 10.1155/2011/680765, 10.3233/ICA-2011-0382, 10.1002/cpe.4928, 10.1007/s10915-014-9824-2, 10.1007/s11075-012-9636-0, 10.1007/s11075-013-9725-8, 10.1016/j.parco.2005.09.001, 10.1007/s10766-016-0460-3"
P BONIZZONI,2,5,"10.1186/1471-2105-6-244, 10.1186/1471-2105-13-S5-S2, 10.3233/FI-2017-1552, 10.1089/cmb.2015.0172, 10.1093/nar/gkl324, 10.1089/cmb.2008.0028, 10.1016/j.tcs.2016.08.015, 10.1093/bioinformatics/btn113, 10.1186/s12859-018-2436-3, 10.1089/cmb.2017.0089, 10.1089/cmb.2013.0112, 10.1093/nar/gkq1073, 10.1007/s00453-016-0165-4"
F ANDRIULLI,1,1,"10.1109/ACCESS.2017.2786467, 10.1016/j.jcp.2016.11.013, 10.1016/j.jcp.2017.07.013, 10.1016/j.jcp.2018.10.009, 10.1137/050634943, 10.1109/LSP.2017.2694225, 10.1109/ACCESS.2014.2345657, 10.1016/j.jcp.2018.07.048"
G MASELLI,2,2,"10.1109/TPDS.2014.2350495, 10.1016/j.adhoc.2004.10.006, 10.1109/MC.2004.1266295, 10.1109/LCOMM.2015.2468235, 10.1109/TMC.2010.58, 10.1016/j.comcom.2017.04.006"
G MASELLI,2,5,"10.1109/TPDS.2014.2350495, 10.1016/j.adhoc.2004.10.006, 10.1109/MC.2004.1266295, 10.1109/LCOMM.2015.2468235, 10.1109/TMC.2010.58, 10.1016/j.comcom.2017.04.006"
A CASTELLINI,2,4,"10.1007/s11047-014-9421-1, 10.1007/s11047-010-9200-6, 10.1007/s11047-009-9121-4, 10.1007/s11047-014-9437-6, 10.1093/bioinformatics/btu694"
F PASQUALE,2,3,"10.1109/TNET.2012.2204407, 10.1002/net.21451, 10.1007/s00446-016-0289-4, 10.1007/s00453-014-9959-4, 10.1109/TPDS.2011.33, 10.1137/090756053, 10.1007/s00453-017-0371-8, 10.1016/j.jcss.2008.10.004, 10.1007/s00453-015-0025-7, 10.1016/j.tcs.2011.12.066, 10.1109/TPDS.2013.170, 10.1007/s00224-013-9458-z, 10.1002/rsa.20586"
G PROCISSI,2,1,"10.1002/dac.1024, 10.1504/IJTMCC.2016.10002840, 10.1109/ACCESS.2018.2821701, 10.1016/S0165-1684(02)00316-X, 10.1016/j.comnet.2015.11.018, 10.1109/TNET.2010.2055243, 10.1109/LCOMM.2013.103113.131533, 10.1016/S0140-3664(02)00015-4, 10.1016/j.comcom.2008.05.019, 10.1109/ACCESS.2018.2879615, 10.1109/JSAC.2016.2558998, 10.1109/TNSM.2018.2828939, 10.1145/1452335.1452339, 10.1109/TNET.2010.2089639, 10.1109/MNET.2009.4804321, 10.1155/2018/6923867, 10.1109/LCOMM.2016.2560819, 10.1007/s10586-004-4435-6, 10.3390/jsan7030034"
M PAZIENZA,2,5,10.3233/SW-2011-0033
G SQUILLERO,1,1,"10.1016/j.knosys.2018.04.030, 10.1016/j.micpro.2016.09.002, 10.1016/j.ins.2015.09.056, 10.1007/s10710-018-9331-6, 10.1109/TCAD.2008.915541, 10.1007/s10766-005-0005-7, 10.1007/s00607-011-0157-9, 10.1145/544536.544538, 10.1016/j.patrec.2011.05.019, 10.1007/s12293-012-0095-x, 10.1109/ACCESS.2018.2874502, 10.1109/TEVC.2005.856207, 10.1142/S0218213004001880, 10.1109/MDT.2004.1277902, 10.1023/B:JETT.0000029460.80721.4d, 10.1007/s10836-010-5184-5, 10.1016/j.asoc.2013.12.002, 10.1109/54.867894, 10.1109/TCIAIG.2015.2439061, 10.1016/j.asoc.2015.11.024, 10.1109/TC.2016.2643663, 10.1007/s10710-005-2985-x, 10.1007/s10836-016-5589-x, 10.1007/s12065-016-0144-3, 10.1007/s10710-017-9295-y"
F NERI,1,1,"10.1109/TCSI.2012.2209729, 10.1007/BF00993075, 10.1109/TCSI.2016.2624238, 10.1023/A:1007361708126, 10.1109/TCSI.2010.2046954, 10.1109/34.544085, 10.1145/944618.944630, 10.1023/A:1007448122119, 10.1023/A:1007642225146, 10.1162/evco.1996.4.1.87, 10.1162/evco.1995.3.4.375, 10.3233/AIC-1996-9103, 10.3233/AIC-2012-0537"
M ZANONI,2,1,"10.5381/jot.2012.11.2.a5, 10.5381/jot.2011.10.1.a4, 10.1016/j.jss.2015.01.037, 10.1016/j.ins.2010.12.002, 10.1016/j.knosys.2017.04.014, 10.1002/smr.1656, 10.1109/ACCESS.2017.2733518, 10.1142/S0218194017500413, 10.1007/s10664-015-9378-4"
M ZANONI,2,4,"10.5381/jot.2012.11.2.a5, 10.5381/jot.2011.10.1.a4, 10.1016/j.jss.2015.01.037, 10.1016/j.ins.2010.12.002, 10.1016/j.knosys.2017.04.014, 10.1002/smr.1656, 10.1109/ACCESS.2017.2733518, 10.1142/S0218194017500413, 10.1007/s10664-015-9378-4"
M LIPPI,1,5,"10.1145/2850417, 10.1007/s10472-009-9137-6, 10.1109/TCIAIG.2015.2490279, 10.1016/j.cviu.2016.02.011, 10.1093/bioinformatics/btn371, 10.1145/3056539, 10.3233/AIC-160704, 10.1093/bioinformatics/btp421, 10.3233/IA-2011-0025, 10.1021/ci5002197, 10.1007/s10994-010-5194-7, 10.1109/TITS.2013.2247040, 10.1016/j.eswa.2016.08.050, 10.1109/JIOT.2017.2775047, 10.1093/nar/gkr365, 10.1016/j.artint.2013.08.002, 10.1109/TCBB.2011.94"
M LIPPI,2,4,"10.1145/2850417, 10.1007/s10472-009-9137-6, 10.1109/TCIAIG.2015.2490279, 10.1016/j.cviu.2016.02.011, 10.1093/bioinformatics/btn371, 10.1145/3056539, 10.3233/AIC-160704, 10.1093/bioinformatics/btp421, 10.3233/IA-2011-0025, 10.1021/ci5002197, 10.1007/s10994-010-5194-7, 10.1109/TITS.2013.2247040, 10.1016/j.eswa.2016.08.050, 10.1109/JIOT.2017.2775047, 10.1093/nar/gkr365, 10.1016/j.artint.2013.08.002, 10.1109/TCBB.2011.94"
T VARDANEGA,1,1,"10.1145/1967021.1967022, 10.1109/TC.2016.2616307, 10.1145/2465787.2465796, 10.1023/B:TIME.0000048937.17571.2b, 10.1016/S0950-5849(98)00108-6, 10.1109/TR.2018.2828222, 10.1016/j.micpro.2016.07.014, 10.1109/TII.2010.2043741, 10.1016/j.jss.2014.05.076, 10.1109/MDAT.2017.2766558, 10.1002/spe.436, 10.1002/(SICI)1097-024X(199903)29:3<235::AID-SPE231>3.0.CO;2-7, 10.1016/j.sysarc.2014.06.001"
S GAITO,2,1,"10.1016/j.tcs.2010.02.011, 10.1016/j.simpat.2015.12.002, 10.1016/j.ins.2005.05.004, 10.1016/j.comnet.2010.10.006, 10.1007/s41109-016-0009-9, 10.1007/s11036-015-0648-6, 10.1002/wcm.2209, 10.1016/j.comcom.2016.03.022, 10.1016/j.adhoc.2017.04.004, 10.1016/j.adhoc.2011.12.005, 10.1016/j.osnem.2017.04.003, 10.1177/0165551516673480, 10.1007/s11047-006-9030-8, 10.1155/2016/8434109"
R SASSI,1,4,"10.1109/TBME.2014.2307758, 10.3233/JCS-2012-0457, 10.1007/s10700-008-9034-1, 10.1109/TBME.2005.859806, 10.1016/j.bspc.2014.07.011, 10.1109/JBHI.2016.2625338, 10.1109/LSP.2017.2777919, 10.1109/TSP.2015.2489598, 10.1016/j.bspc.2006.12.003, 10.1007/s11517-015-1249-z, 10.1016/j.compbiomed.2017.08.006, 10.1109/TBME.2011.2166263, 10.1109/TBME.2017.2664105, 10.3390/e20010061"
M TEMPERINI,1,5,"10.4018/jdet.2013070102, 10.1006/jsco.1999.0362, 10.4018/jissc.2011010105, 10.1016/0304-3975(92)90167-E, 10.1016/S1571-0661(04)00147-1, 10.1016/j.chb.2010.07.026, 10.1016/j.tele.2017.05.007, 10.1080/13614568.2015.1077277, 10.1109/TLT.2009.25, 10.1006/jsco.1995.1004, 10.1016/j.chb.2015.03.038, 10.1080/10580530.2010.493810"
