name,level,session,dois
L ARDISSONO,1,4,"10.1023/B:USER.0000010152.46361.e0, 10.1145/506218.506245, 10.1007/BF01099760, 10.1007/s11257-011-9104-x, 10.1504/IJWET.2010.034758, 10.3233/IA-180118, 10.1007/s11257-008-9054-0, 10.1080/713827254, 10.1007/s11257-011-9100-1, 10.3233/IA-140068, 10.3233/IA-130052, 10.1145/1052934.1052936, 10.1111/j.0824-7935.2004.00261.x, 10.1006/ijhc.1997.0185, 10.1006/ijhc.1999.0347, 10.4018/jdst.2011100103, 10.4018/jitwe.2010100102, 10.1023/A:1008372122567, 10.1504/IJAACS.2012.044784, 10.1023/A:1019252823387, 10.1016/j.entcs.2005.11.007"
G DI TOLLO,2,5,"10.1016/j.asoc.2015.06.016, 10.1016/j.eswa.2012.05.022, 10.1007/s10287-015-0238-x, 10.1016/j.compind.2015.08.006"
F ODONE,1,1,"10.1145/2818740, 10.1016/j.gmod.2006.07.002, 10.1109/TIP.2004.840701, 10.1016/j.patrec.2014.07.004, 10.1016/j.cviu.2009.06.006, 10.1016/j.imavis.2012.07.005, 10.1145/3086591, 10.1109/TIP.2015.2421435, 10.1109/TIP.2017.2687122, 10.1109/JETCAS.2013.2256754, 10.1080/088395101317018573, 10.3389/fdigh.2018.00006, 10.1145/3060056, 10.1007/s10851-018-0791-3, 10.1016/j.patcog.2014.05.008, 10.1007/s100440200026, 10.3389/frobt.2017.00014, 10.1007/s10287-008-0070-7, 10.1109/TIP.2008.2007610, 10.1016/j.patrec.2013.09.025, 10.1109/TCSVT.2014.2302547, 10.1007/s11263-008-0180-2, 10.1109/TIP.2015.2451175, 10.1007/s00138-016-0778-2, 10.1016/j.robot.2016.10.001, 10.1109/TAMD.2011.2106782, 10.1016/j.cviu.2015.11.007, 10.1162/neco.2008.05-07-517"
F CALLEGATI,1,5,"10.1109/MSP.2009.12, 10.1016/j.comnet.2015.09.034, 10.1016/j.osn.2008.01.002, 10.1016/j.osn.2012.04.002, 10.1023/A%3A1011964113336, 10.1109/49.725193, 10.1023/B%3APNET.0000033976.33668.65, 10.1109/49.974673, 10.1023/A%3A1010023006553, 10.1016/j.comnet.2015.05.008, 10.1016/j.comnet.2008.02.016, 10.1002/ett.4460100303, 10.1109/4234.873490, 10.1007/s13174-011-0026-y, 10.1016/j.osn.2010.11.001, 10.1109/MSP.2009.177, 10.1155/2016/5249421, 10.1016/j.osn.2005.09.001, 10.1016/j.comnet.2003.12.010, 10.1155/2016/2821680, 10.1109/MSP.2010.190, 10.1016/j.comcom.2005.08.007, 10.1049/iet-com:20070495, 10.1016/j.comnet.2018.01.023, 10.1109/LCOMM.2014.040214.140058, 10.1016/j.osn.2010.11.002, 10.1109/MCOM.2009.4939276, 10.1007/s11107-014-0455-1, 10.1109/MCOM.2013.6553679, 10.1109/4234.831037, 10.1007/s11036-017-0831-z, 10.1109/JSAC.2003.816388, 10.1016/j.cose.2017.10.006, 10.1109/MCOM.2012.6163583, 10.1109/MCOM.2016.7588275"
S FIORE,2,5,"10.1016/j.procs.2013.05.409, 10.1007/s12145-009-0023-x, 10.1016/j.future.2010.07.006, 10.1177/1094342009347702, 10.1002/cpe.3523, 10.1016/j.future.2011.05.015, 10.1016/j.future.2013.07.002, 10.1002/cpe.1131, 10.1016/j.future.2010.08.012, 10.1016/j.future.2008.02.001, 10.1002/cpe.3774, 10.1016/j.procs.2016.05.359, 10.1007/s10723-018-9453-3, 10.1007/s11554-009-0119-z, 10.1002/cpe.2955, 10.1177/1094342010391989, 10.1002/cpe.1902, 10.1016/j.procs.2011.04.059, 10.1016/j.future.2018.01.034"
P DUCANGE,1,1,"10.1016/j.neucom.2014.04.070, 10.1109/TFUZZ.2009.2023113, 10.1002/int.20370, 10.1007/s00500-009-0460-y, 10.1016/j.ijar.2013.06.005, 10.1016/j.ins.2017.06.039, 10.1109/TII.2014.2304781, 10.1016/j.eswa.2018.09.009, 10.1109/ACCESS.2018.2877523, 10.1007/s00500-010-0665-0, 10.1016/j.engappai.2018.10.014, 10.1016/j.ins.2014.06.014, 10.1109/TFUZZ.2011.2173582, 10.1007/s00500-010-0629-4, 10.1016/j.eswa.2014.09.021, 10.1007/s00500-017-2536-4, 10.1007/s00500-007-0150-6, 10.1016/j.ins.2015.09.045, 10.1109/TITS.2015.2404431, 10.1109/TCYB.2017.2748225, 10.1016/j.ijar.2009.04.004, 10.1007/s12065-009-0022-3, 10.1109/TWC.2018.2867486"
P DUCANGE,1,5,"10.1016/j.neucom.2014.04.070, 10.1109/TFUZZ.2009.2023113, 10.1002/int.20370, 10.1007/s00500-009-0460-y, 10.1016/j.ijar.2013.06.005, 10.1016/j.ins.2017.06.039, 10.1109/TII.2014.2304781, 10.1016/j.eswa.2018.09.009, 10.1109/ACCESS.2018.2877523, 10.1007/s00500-010-0665-0, 10.1016/j.engappai.2018.10.014, 10.1016/j.ins.2014.06.014, 10.1109/TFUZZ.2011.2173582, 10.1007/s00500-010-0629-4, 10.1016/j.eswa.2014.09.021, 10.1007/s00500-017-2536-4, 10.1007/s00500-007-0150-6, 10.1016/j.ins.2015.09.045, 10.1109/TITS.2015.2404431, 10.1109/TCYB.2017.2748225, 10.1016/j.ijar.2009.04.004, 10.1007/s12065-009-0022-3, 10.1109/TWC.2018.2867486"
P DUCANGE,2,5,"10.1016/j.neucom.2014.04.070, 10.1109/TFUZZ.2009.2023113, 10.1002/int.20370, 10.1007/s00500-009-0460-y, 10.1016/j.ijar.2013.06.005, 10.1016/j.ins.2017.06.039, 10.1109/TII.2014.2304781, 10.1016/j.eswa.2018.09.009, 10.1109/ACCESS.2018.2877523, 10.1007/s00500-010-0665-0, 10.1016/j.engappai.2018.10.014, 10.1016/j.ins.2014.06.014, 10.1109/TFUZZ.2011.2173582, 10.1007/s00500-010-0629-4, 10.1016/j.eswa.2014.09.021, 10.1007/s00500-017-2536-4, 10.1007/s00500-007-0150-6, 10.1016/j.ins.2015.09.045, 10.1109/TITS.2015.2404431, 10.1109/TCYB.2017.2748225, 10.1016/j.ijar.2009.04.004, 10.1007/s12065-009-0022-3, 10.1109/TWC.2018.2867486"
M PETRACCA,2,1,"10.1016/j.comcom.2016.03.004, 10.1016/j.sysarc.2013.05.009, 10.1007/s11554-014-0402-5, 10.1007/s11554-014-0411-4, 10.1186/s13639-017-0080-z, 10.1504/IJAHUC.2015.070589, 10.1109/LSP.2015.2463092, 10.3390/s17112588"
M PETRACCA,2,4,"10.1016/j.comcom.2016.03.004, 10.1016/j.sysarc.2013.05.009, 10.1007/s11554-014-0402-5, 10.1007/s11554-014-0411-4, 10.1186/s13639-017-0080-z, 10.1504/IJAHUC.2015.070589, 10.1109/LSP.2015.2463092, 10.3390/s17112588"
A MARIN,2,1,"10.1145/3155335, 10.1016/j.peva.2017.06.004, 10.1016/j.jss.2011.11.1042, 10.1016/j.camwa.2012.03.034, 10.1016/j.peva.2012.06.003, 10.1016/j.peva.2013.11.003, 10.1093/comjnl/bxt103, 10.1007/s11235-015-0122-6, 10.1007/s00236-016-0266-1, 10.1016/j.ic.2018.04.002, 10.1016/j.ejor.2013.03.011, 10.1016/j.peva.2014.07.021, 10.1007/s11047-010-9180-6, 10.1007/s10479-014-1694-3, 10.1002/dac.3714, 10.1016/j.entcs.2013.07.005, 10.1504/IJCAET.2015.068328, 10.1016/j.scico.2013.11.031, 10.1016/j.comnet.2016.08.016, 10.1016/j.peva.2017.08.008, 10.1016/j.peva.2017.04.005"
S PARDI,2,3,"10.1007/s10723-009-9115-6, 10.1016/j.compeleceng.2016.02.012, 10.1090/S0025-5718-2013-02787-1, 10.1504/IJHPCN.2013.056524, 10.1016/j.future.2010.02.003"
C MEZZINA,2,5,"10.1002/cpe.4381, 10.4204/EPTCS.211.6, 10.4204/EPTCS.276.8, 10.1016/j.jlamp.2016.09.003, 10.1016/j.jlamp.2017.03.003, 10.1016/j.tcs.2016.02.019, 10.4204/EPTCS.254.6"
M MADONIA,2,1,"10.1016/0304-3975(93)90193-W, 10.1016/j.tcs.2005.03.031, 10.1016/j.ic.2016.06.003, 10.1016/S0304-3975(96)00098-9, 10.1016/j.tcs.2009.03.016, 10.1051/ita/2011003, 10.1051/ita:2006008, 10.1016/j.tcs.2016.06.016, 10.1016/j.tcs.2008.12.009, 10.1017/S0960129515000043, 10.1142/S0129054114400218, 10.1016/j.tcs.2016.09.025, 10.3233/FI-2010-221"
M MADONIA,2,5,"10.1016/0304-3975(93)90193-W, 10.1016/j.tcs.2005.03.031, 10.1016/j.ic.2016.06.003, 10.1016/S0304-3975(96)00098-9, 10.1016/j.tcs.2009.03.016, 10.1051/ita/2011003, 10.1051/ita:2006008, 10.1016/j.tcs.2016.06.016, 10.1016/j.tcs.2008.12.009, 10.1017/S0960129515000043, 10.1142/S0129054114400218, 10.1016/j.tcs.2016.09.025, 10.3233/FI-2010-221"
F NESTA,1,1,"10.1109/TASL.2013.2264674, 10.1016/j.csl.2012.08.002, 10.1109/TASL.2010.2052249, 10.1109/TSP.2017.2709269, 10.1109/TASL.2010.2053027, 10.1016/j.csl.2012.08.001, 10.1109/TASL.2011.2160168"
F NESTA,2,1,"10.1109/TASL.2013.2264674, 10.1016/j.csl.2012.08.002, 10.1109/TASL.2010.2052249, 10.1109/TSP.2017.2709269, 10.1109/TASL.2010.2053027, 10.1016/j.csl.2012.08.001, 10.1109/TASL.2011.2160168"
T PETROV,2,2,"10.1145/3060139, 10.1007/s00236-016-0278-x, 10.1016/j.entcs.2011.04.002, 10.4204/EPTCS.40.10, 10.1016/j.tcs.2011.12.059, 10.1109/TAC.2014.2364971, 10.1016/j.entcs.2012.05.018, 10.1016/j.entcs.2010.08.006"
M PALMONARI,2,1,"10.1093/jigpal/jzk023, 10.1017/S0269888909990063, 10.1016/j.datak.2008.01.001, 10.3233/SW-150205, 10.3233/WIA-140284, 10.1016/j.is.2010.09.003, 10.1080/08839510701252676, 10.1613/jair.4789, 10.1007/s10462-012-9363-x, 10.1016/j.ins.2017.02.019"
A ESULI,2,3,"10.1162/NECO_a_00558, 10.1145/2516889, 10.1016/j.ipm.2010.11.011, 10.1109/MS.2017.4121207, 10.1145/1480506.1480528, 10.1007/s10791-017-9318-6, 10.1016/j.eswa.2012.12.052, 10.1007/s10791-008-9047-y, 10.1016/j.is.2015.01.010, 10.1016/j.osnem.2017.03.001, 10.1613/jair.4762, 10.1007/s00354-012-0122-y, 10.1016/j.ins.2013.05.037, 10.1109/MIS.2010.94, 10.1613/jair.5194, 10.1145/2700406, 10.1145/2742548, 10.1016/j.jbi.2013.01.006, 10.1016/j.eswa.2013.02.010"
S CHESSA,1,1,"10.1007/s00371-008-0265-5, 10.3182/20120905-3-HR-2030.00178, 10.1002/spe.965, 10.1016/j.pmcj.2016.09.005, 10.3233/AIS-140287, 10.1007/s13173-012-0057-7, 10.1145/3229097, 10.1109/12.956094, 10.1016/j.engappai.2017.08.018, 10.1016/j.jnca.2016.11.019, 10.1016/j.comcom.2006.12.020, 10.1109/MCOM.2017.1700385, 10.1080/08839514.2017.1378162, 10.1007/s12652-011-0095-6, 10.1504/IJWMC.2006.012472, 10.1016/j.simpat.2014.01.002, 10.1007/s00521-013-1364-4, 10.1002/wcm.1085, 10.1109/TC.2004.1255796, 10.1016/j.pmcj.2014.01.008, 10.1016/j.comcom.2014.10.007, 10.1007/s40860-017-0042-1, 10.3390/s120810511, 10.1016/S0140-3664(02)00030-0, 10.1007/s00779-013-0663-1, 10.1016/j.comcom.2005.01.005, 10.1109/MPRV.2013.23, 10.1109/TPDS.2011.18, 10.1007/s10922-006-9035-8, 10.1007/s12652-011-0051-5, 10.3390/ijgi2040978, 10.1016/S0140-3664(99)00209-1, 10.1007/s10846-015-0178-2, 10.1016/j.comcom.2008.12.022, 10.3233/AIS-120192, 10.1016/j.comnet.2015.06.006, 10.1016/S0304-3975(01)00200-6, 10.1016/S0196-6774(02)00250-X, 10.1145/1952982.1952987, 10.1109/TC.2007.1052, 10.3390/s18124462, 10.1109/JIOT.2018.2828943, 10.1016/j.engappai.2015.07.004, 10.1093/comjnl/47.1.85, 10.1109/MCOM.2016.7509387, 10.1016/j.comcom.2010.12.018, 10.1109/TC.2002.1017704, 10.1109/TIT.2012.2216937, 10.1002/sat.921, 10.1007/s10766-013-0260-y, 10.1016/j.comnet.2014.11.018, 10.1155/2014/971587, 10.1109/3468.911368"
A PROVETTI,1,2,"10.1016/j.ins.2012.08.001, 10.1016/S0020-0190(02)00290-9, 10.1007/s10588-012-9148-4, 10.1145/2629438, 10.1109/MIC.2015.93, 10.1093/logcom/exn036, 10.1007/BF02391703, 10.1016/j.jda.2014.12.007, 10.1111/j.1467-8640.1996.tb00272.x, 10.1016/j.jcss.2013.03.012, 10.1016/S0743-1066(96)00141-0, 10.1109/TSMC.2014.2378215, 10.1017/S1471068404002339, 10.1016/S0004-3702(98)00051-4, 10.1017/S1471068403001820, 10.1016/S0004-3702(98)00070-8"
A PROVETTI,1,5,"10.1016/j.ins.2012.08.001, 10.1016/S0020-0190(02)00290-9, 10.1007/s10588-012-9148-4, 10.1145/2629438, 10.1109/MIC.2015.93, 10.1093/logcom/exn036, 10.1007/BF02391703, 10.1016/j.jda.2014.12.007, 10.1111/j.1467-8640.1996.tb00272.x, 10.1016/j.jcss.2013.03.012, 10.1016/S0743-1066(96)00141-0, 10.1109/TSMC.2014.2378215, 10.1017/S1471068404002339, 10.1016/S0004-3702(98)00051-4, 10.1017/S1471068403001820, 10.1016/S0004-3702(98)00070-8"
G ALOI,2,1,"10.1016/j.future.2016.09.006, 10.1007/s11235-011-9533-1, 10.1016/j.jnca.2016.10.013, 10.1016/j.cor.2012.02.016, 10.1109/TCE.2009.5174391, 10.1109/JIOT.2017.2767291, 10.1002/ett.2785, 10.1016/j.comcom.2015.01.023, 10.1109/TII.2018.2843169, 10.1109/MCOM.2014.6979948, 10.1007/s11036-016-0726-4, 10.4304/jnw.8.2.351-364, 10.1109/LCOMM.2007.070238, 10.1016/j.pmcj.2017.10.004"
G ALOI,2,5,"10.1016/j.future.2016.09.006, 10.1007/s11235-011-9533-1, 10.1016/j.jnca.2016.10.013, 10.1016/j.cor.2012.02.016, 10.1109/TCE.2009.5174391, 10.1109/JIOT.2017.2767291, 10.1002/ett.2785, 10.1016/j.comcom.2015.01.023, 10.1109/TII.2018.2843169, 10.1109/MCOM.2014.6979948, 10.1007/s11036-016-0726-4, 10.4304/jnw.8.2.351-364, 10.1109/LCOMM.2007.070238, 10.1016/j.pmcj.2017.10.004"
B CARPENTIERI,1,1,"10.1016/j.amc.2016.10.031, 10.1016/j.camwa.2014.04.014, 10.1007/s12652-013-0181-z, 10.1006/jvci.1996.0013, 10.1007/s00607-006-0161-7, 10.1137/100794031, 10.1016/j.future.2018.07.051, 10.1016/S0020-0255(01)00104-9, 10.1137/040603917, 10.1016/j.cose.2017.06.003, 10.1002/1099-1506(200010/12)7:7/8<667::AID-NLA218>3.0.CO;2-X, 10.1016/j.camwa.2015.10.012, 10.1016/j.parco.2016.01.005, 10.1016/j.cam.2013.04.036, 10.1007/s10915-017-0388-9, 10.1016/j.jcp.2009.05.022, 10.1016/j.cam.2018.05.053, 10.3390/a9010016, 10.3390/a10010021, 10.3390/a10040132, 10.1002/nla.2148, 10.1016/S0020-0255(01)00102-5, 10.1016/S0020-0190(01)00316-7, 10.1016/j.cam.2017.09.047, 10.3390/a10020051, 10.1137/060654906, 10.1016/j.cam.2018.07.015, 10.1155/2013/408167, 10.1016/j.pmcj.2015.04.001, 10.3390/a3010063, 10.1145/122616.122620, 10.1145/2893474, 10.1016/j.ins.2004.03.020, 10.1016/j.jcp.2010.07.034, 10.1109/LSP.2004.840907, 10.1142/S0129054194000098, 10.1016/j.cam.2016.03.032, 10.1002/nla.345, 10.1137/S1064827502408591, 10.1016/j.future.2014.07.001, 10.1155/2018/9591768"
B CARPENTIERI,1,5,"10.1016/j.amc.2016.10.031, 10.1016/j.camwa.2014.04.014, 10.1007/s12652-013-0181-z, 10.1006/jvci.1996.0013, 10.1007/s00607-006-0161-7, 10.1137/100794031, 10.1016/j.future.2018.07.051, 10.1016/S0020-0255(01)00104-9, 10.1137/040603917, 10.1016/j.cose.2017.06.003, 10.1002/1099-1506(200010/12)7:7/8<667::AID-NLA218>3.0.CO;2-X, 10.1016/j.camwa.2015.10.012, 10.1016/j.parco.2016.01.005, 10.1016/j.cam.2013.04.036, 10.1007/s10915-017-0388-9, 10.1016/j.jcp.2009.05.022, 10.1016/j.cam.2018.05.053, 10.3390/a9010016, 10.3390/a10010021, 10.3390/a10040132, 10.1002/nla.2148, 10.1016/S0020-0255(01)00102-5, 10.1016/S0020-0190(01)00316-7, 10.1016/j.cam.2017.09.047, 10.3390/a10020051, 10.1137/060654906, 10.1016/j.cam.2018.07.015, 10.1155/2013/408167, 10.1016/j.pmcj.2015.04.001, 10.3390/a3010063, 10.1145/122616.122620, 10.1145/2893474, 10.1016/j.ins.2004.03.020, 10.1016/j.jcp.2010.07.034, 10.3390/a5010076, 10.1109/LSP.2004.840907, 10.1142/S0129054194000098, 10.1016/j.cam.2016.03.032, 10.1002/nla.345, 10.1137/S1064827502408591, 10.1016/j.future.2014.07.001, 10.1155/2018/9591768"
F BERGAMASCO,2,1,"10.1016/j.patrec.2015.05.014, 10.1007/s00138-013-0492-2, 10.1016/j.cageo.2017.07.001, 10.1007/s10044-015-0457-3, 10.1007/s00138-012-0469-6, 10.1016/j.cageo.2016.07.012, 10.1007/s11263-012-0568-x, 10.1016/j.patrec.2012.03.015, 10.1109/TPAMI.2016.2519024"
F BERGAMASCO,2,5,"10.1016/j.patrec.2015.05.014, 10.1007/s00138-013-0492-2, 10.1016/j.cageo.2017.07.001, 10.1007/s10044-015-0457-3, 10.1007/s00138-012-0469-6, 10.1016/j.cageo.2016.07.012, 10.1007/s11263-012-0568-x, 10.1016/j.patrec.2012.03.015, 10.1109/TPAMI.2016.2519024"
S SPAGNOL,2,1,"10.1109/TASLP.2018.2821846, 10.1155/2018/8617892, 10.1007/s10055-015-0272-6, 10.1108/IJPCC-06-2014-0035, 10.1109/TASL.2012.2227730, 10.1016/j.ijhcs.2018.02.002, 10.1155/2018/3918284"
S SPAGNOL,2,5,"10.1109/TASLP.2018.2821846, 10.1155/2018/8617892, 10.1007/s10055-015-0272-6, 10.1108/IJPCC-06-2014-0035, 10.1109/TASL.2012.2227730, 10.1016/j.ijhcs.2018.02.002, 10.1155/2018/3918284"
D CODETTA-RAITERI,2,1,"10.1093/comjnl/bxt134, 10.1016/j.ress.2010.12.027, 10.1016/j.entcs.2005.02.005, 10.1016/j.ijar.2009.05.009, 10.1016/j.ress.2017.04.014, 10.1109/TSMC.2014.2323212, 10.1145/3137570, 10.1016/j.engappai.2010.06.005, 10.1016/j.ress.2007.03.013"
M FIORE,1,1,"10.1109/TMC.2013.128, 10.1016/j.peva.2010.11.004, 10.1016/j.peva.2015.01.005, 10.1109/TVT.2014.2344633, 10.1109/LCOMM.2014.2363114, 10.1109/TMC.2011.100, 10.1016/j.comcom.2009.11.021, 10.1177/0037549709345997, 10.1109/TMC.2012.115, 10.1109/JSAC.2012.121021, 10.1109/JSAC.2013.SUP.0513043, 10.1109/TMC.2014.2375822, 10.1109/TMC.2015.2499197, 10.1109/TVT.2015.2475608, 10.1109/ACCESS.2018.2868347, 10.1109/COMST.2015.2491361, 10.1109/TMC.2013.27, 10.1016/j.comcom.2015.10.014, 10.1109/TMC.2011.258, 10.1016/j.comcom.2006.12.016, 10.1016/j.peva.2006.08.008, 10.1016/j.comcom.2018.03.012, 10.3991/ijoe.v5i2.902, 10.1145/2169077.2169089, 10.1109/TMC.2016.2637901, 10.1016/j.comcom.2016.10.009, 10.1109/TMC.2016.2563429, 10.1109/TMC.2008.110, 10.1109/LCOMM.2010.110310.101480, 10.1109/TMC.2016.2591527, 10.1109/TMC.2013.2297925, 10.1109/TVT.2011.2136363, 10.1109/TVT.2014.2343651"
M FIORE,2,1,"10.1109/TMC.2013.128, 10.1016/j.peva.2010.11.004, 10.1016/j.peva.2015.01.005, 10.1109/TVT.2014.2344633, 10.1109/LCOMM.2014.2363114, 10.1109/TMC.2011.100, 10.1016/j.comcom.2009.11.021, 10.1177/0037549709345997, 10.1109/TMC.2012.115, 10.1109/JSAC.2012.121021, 10.1109/JSAC.2013.SUP.0513043, 10.1109/TMC.2014.2375822, 10.1109/TMC.2015.2499197, 10.1109/TVT.2015.2475608, 10.1109/ACCESS.2018.2868347, 10.1109/COMST.2015.2491361, 10.1109/TMC.2013.27, 10.1016/j.comcom.2015.10.014, 10.1109/TMC.2011.258, 10.1016/j.comcom.2006.12.016, 10.1016/j.peva.2006.08.008, 10.1016/j.comcom.2018.03.012, 10.3991/ijoe.v5i2.902, 10.1145/2169077.2169089, 10.1109/TMC.2016.2637901, 10.1016/j.comcom.2016.10.009, 10.1109/TMC.2016.2563429, 10.1109/TMC.2008.110, 10.1109/LCOMM.2010.110310.101480, 10.1109/TMC.2016.2591527, 10.1109/TMC.2013.2297925, 10.1109/TVT.2011.2136363, 10.1109/TVT.2014.2343651"
P BARSOCCHI,1,2,"10.1016/j.pmcj.2015.04.003, 10.1109/TITB.2011.2118763, 10.3390/s18061886, 10.3390/s18124462, 10.1155/2013/510126, 10.1109/MPRV.2013.23, 10.3390/s17102327, 10.1016/j.adhoc.2012.05.013, 10.1002/sat.921, 10.1504/IJSNET.2018.10013426, 10.1016/j.adhoc.2018.03.011, 10.3390/ijgi2040978, 10.1109/MCE.2017.2717198, 10.1007/s12652-011-0051-5, 10.1109/TITB.2012.2220374, 10.1049/iet-com.2009.0448, 10.1002/sat.820, 10.1007/s00371-008-0264-6, 10.1109/TWC.2009.060475, 10.1049/iet-wss.2017.0153, 10.1007/s00779-017-1038-9, 10.3233/AIS-120192, 10.1007/s11276-008-0136-z, 10.1007/s00521-013-1364-4, 10.1049/iet-com.2009.0440, 10.1002/wcm.1085"
P BARSOCCHI,2,2,"10.1016/j.pmcj.2015.04.003, 10.1109/TITB.2011.2118763, 10.3390/s18061886, 10.3390/s18124462, 10.1155/2013/510126, 10.1109/MPRV.2013.23, 10.3390/s17102327, 10.1016/j.adhoc.2012.05.013, 10.1002/sat.921, 10.1504/IJSNET.2018.10013426, 10.1016/j.adhoc.2018.03.011, 10.3390/ijgi2040978, 10.1109/MCE.2017.2717198, 10.1007/s12652-011-0051-5, 10.1109/TITB.2012.2220374, 10.1049/iet-com.2009.0448, 10.1002/sat.820, 10.1007/s00371-008-0264-6, 10.1109/TWC.2009.060475, 10.1049/iet-wss.2017.0153, 10.1007/s00779-017-1038-9, 10.3233/AIS-120192, 10.1007/s11276-008-0136-z, 10.1007/s00521-013-1364-4, 10.1049/iet-com.2009.0440, 10.1002/wcm.1085"
O GERVASI,2,1,"10.1007/s10723-010-9164-x, 10.1002/cpe.1660, 10.1016/j.future.2003.11.028, 10.1007/s10723-014-9300-0, 10.1016/j.future.2003.11.015, 10.1155/2012/310271, 10.1016/j.future.2017.02.047, 10.1016/j.cpc.2008.10.016, 10.1007/s10055-009-0139-9, 10.1016/j.csda.2011.06.020, 10.1504/IJWGS.2010.033789, 10.1007/s10055-009-0149-7"
L BADIA,1,3,"10.1109/TITB.2009.2034739, 10.1109/T-WC.2008.070598, 10.1109/MWC.2007.314549, 10.1007/s11277-005-8730-1, 10.1109/TCOMM.2009.07.070587, 10.1109/TCOMM.2009.02.070074, 10.1109/LWC.2014.2340405, 10.1109/TWC.2006.1638673, 10.1109/MCOM.2014.6766097, 10.1016/j.comcom.2012.08.004, 10.1109/TCOMM.2013.082813.120710, 10.1109/TCOMM.2008.060374, 10.1109/TWC.2006.1673074, 10.1109/MCOM.2007.313397, 10.1109/LCOMM.2006.1633316, 10.1109/MNET.2008.4435906, 10.1002/wcm.580, 10.1109/MWC.2010.5450665, 10.1016/j.adhoc.2014.07.013, 10.1109/MWC.2006.1593519, 10.1016/j.adhoc.2008.04.005, 10.1109/TCOMM.2013.111113.130022, 10.1109/JSAC.2010.100419, 10.1007/s11276-007-0015-z, 10.1109/TCOMM.2014.2359009, 10.1109/TWC.2008.070362, 10.1109/LCOMM.2013.092813.131446, 10.1109/TCOMM.2012.120512.110654, 10.1016/j.comcom.2004.01.011, 10.1109/TMC.2016.2516991"
G GRASSI,2,1,"10.1117/1.3533327, 10.1142/S0218127407018002, 10.1186/1687-6180-2011-69, 10.1109/TCSII.2005.859571, 10.1142/S0218127407017811"
M ALDINUCCI,1,1,"10.1142/S0129626417400035, 10.1142/S0129626412400063, 10.1016/j.jpdc.2017.10.021, 10.1142/S0129626408003302, 10.1016/j.cl.2006.07.004, 10.1177/1094342014567907, 10.1080/01495730108935268, 10.1016/j.future.2018.05.030, 10.1186/s12859-016-1170-y, 10.1016/S0167-739X(02)00172-3, 10.1016/j.media.2016.10.010, 10.1007/s10766-013-0273-6, 10.1007/s11227-016-1871-z, 10.1016/j.parco.2006.04.001, 10.1142/S0129626403001410, 10.1093/bib/bbt040, 10.1504/IJAACS.2012.047659, 10.1002/cpe.3063, 10.1016/j.sysarc.2008.02.008, 10.1007/s10766-017-0531-0, 10.1002/cpe.3130, 10.1007/s10766-015-0358-5, 10.1177/1094342016668567"
M COSSENTINO,2,4,"10.3233/IFS-141217, 10.1016/j.engappai.2016.05.009, 10.1504/IJAOSE.2007.013266, 10.1142/S0218194010004785, 10.1016/j.jss.2009.10.035"
M DE MARSICO,1,1,"10.4018/jdet.2013070102, 10.1016/j.jvlc.2015.10.010, 10.1109/MCC.2018.043221015, 10.1007/s12652-010-0030-2, 10.1007/s10209-005-0008-6, 10.1007/s11760-011-0244-6, 10.1007/s11042-016-3654-1, 10.1016/j.patrec.2016.12.013, 10.1007/s12652-012-0160-9, 10.1007/s10339-006-0033-2, 10.1007/s10209-006-0035-y, 10.1109/MCC.2018.053711670, 10.1016/j.patrec.2015.04.001, 10.1016/j.patcog.2011.12.005, 10.1142/S0218001414600039, 10.1016/j.patrec.2015.02.009, 10.1016/j.imavis.2013.12.014, 10.1016/j.neucom.2015.07.081, 10.1016/j.patrec.2016.02.001, 10.1007/s11042-016-4024-8, 10.1016/j.patrec.2011.09.010, 10.1007/s11760-013-0451-4, 10.1109/TSMCC.2010.2060326, 10.1016/j.jvlc.2009.01.004, 10.1007/s11042-016-3518-8, 10.1016/j.cviu.2016.09.004, 10.1016/j.patcog.2014.10.004, 10.1016/S0262-8856(96)01114-6, 10.1016/j.jvlc.2004.01.002, 10.1016/j.ijhcs.2003.10.008, 10.1016/j.patcog.2017.08.028, 10.1109/TSMCA.2009.2033031, 10.1007/s10209-012-0283-y, 10.1016/S0262-8856(97)00092-9, 10.1007/s11042-016-4085-8, 10.1109/TSMCA.2012.2192427, 10.1016/j.patrec.2017.04.006, 10.1016/j.jvlc.2009.01.007, 10.1016/j.jvlc.2009.07.002, 10.1007/s12652-010-0035-x, 10.1016/j.patrec.2012.03.005, 10.1016/j.patrec.2016.05.003, 10.1007/s11042-012-1279-6"
L VALERIO,2,5,"10.1016/j.adhoc.2014.07.005, 10.1016/j.pmcj.2014.05.005, 10.1016/j.comcom.2015.09.004, 10.1016/j.comcom.2015.09.025, 10.1109/TNN.2011.2168536, 10.1016/j.comcom.2016.11.004, 10.1016/j.comcom.2015.09.027, 10.1016/j.pmcj.2018.09.004, 10.1016/j.pmcj.2017.07.014"
