doi,subjects
10.1007/s11276-013-0611-z,"Computer Networks and Communications, Electrical and Electronic Engineering, Information Systems"
10.1109/TCE.2008.4560123,"Media Technology, Electrical and Electronic Engineering"
10.1155/2014/678165,Human-Computer Interaction
10.1007/s00779-018-1142-5,"Management Science and Operations Research, Hardware and Architecture, Computer Science Applications"
10.1145/1371216.1371222,Computer Science Applications
10.1109/MCOM.2005.1453428,"Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
10.1007/s11042-014-2151-7,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1109/TCE.2008.4560123,"Media Technology, Electrical and Electronic Engineering"
10.1155/2014/678165,Human-Computer Interaction
10.1007/s00779-018-1142-5,"Management Science and Operations Research, Hardware and Architecture, Computer Science Applications"
10.1145/1371216.1371222,Computer Science Applications
10.1109/MCOM.2005.1453428,"Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
10.1007/s11042-014-2151-7,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.3233/AIC-2009-0468,Artificial Intelligence
10.3233/FI-2010-312,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2016-1445,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/AIC-2012-0525,Artificial Intelligence
10.1007/s10601-018-9293-6,"Computational Theory and Mathematics, Software, Artificial Intelligence, Discrete Mathematics and Combinatorics"
10.1017/S1471068413000094,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.3233/AIC-2010-0471,Artificial Intelligence
10.3233/AIC-2012-0527,Artificial Intelligence
10.3233/AIC-150689,Artificial Intelligence
10.1007/s10601-008-9051-2,"Computational Theory and Mathematics, Software, Artificial Intelligence, Discrete Mathematics and Combinatorics"
10.1093/logcom/ext068,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.3233/AIC-2009-0468,Artificial Intelligence
10.3233/FI-2010-312,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2016-1445,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/AIC-2012-0525,Artificial Intelligence
10.1007/s10601-018-9293-6,"Computational Theory and Mathematics, Software, Artificial Intelligence, Discrete Mathematics and Combinatorics"
10.1017/S1471068413000094,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.3233/AIC-2010-0471,Artificial Intelligence
10.3233/AIC-2012-0527,Artificial Intelligence
10.3233/AIC-150689,Artificial Intelligence
10.1007/s10601-008-9051-2,"Computational Theory and Mathematics, Software, Artificial Intelligence, Discrete Mathematics and Combinatorics"
10.1093/logcom/ext068,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1111/exsy.12273,"Control and Systems Engineering, Theoretical Computer Science, Computational Theory and Mathematics, Artificial Intelligence"
10.1016/j.future.2018.09.005,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1111/exsy.12273,"Control and Systems Engineering, Theoretical Computer Science, Computational Theory and Mathematics, Artificial Intelligence"
10.1016/j.future.2018.09.005,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.ijhcs.2017.12.002,"General Engineering, Human-Computer Interaction, Hardware and Architecture, Software, Education, Human Factors and Ergonomics"
10.1016/j.jvlc.2014.01.003,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.3233/SW-160221,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.3233/IDA-160813,"Theoretical Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.endm.2013.05.118,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.1007/s10851-014-0496-1,"Modelling and Simulation, Statistics and Probability, Geometry and Topology, Applied Mathematics, Condensed Matter Physics, Computer Vision and Pattern Recognition"
10.1109/TIP.2008.2006661,"Software, Computer Graphics and Computer-Aided Design"
10.1117/1.2982004,"Electrical and Electronic Engineering, Atomic and Molecular Physics, and Optics, Computer Science Applications"
10.1117/1.JEI.27.5.051221,"Electrical and Electronic Engineering, Atomic and Molecular Physics, and Optics, Computer Science Applications"
10.1109/TPAMI.2013.2297710,"Computational Theory and Mathematics, Software, Applied Mathematics, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1117/1.JEI.27.1.011004,"Electrical and Electronic Engineering, Atomic and Molecular Physics, and Optics, Computer Science Applications"
10.1117/1.JEI.22.2.023014,"Electrical and Electronic Engineering, Atomic and Molecular Physics, and Optics, Computer Science Applications"
10.1016/j.jss.2013.06.064,"Hardware and Architecture, Software, Information Systems"
10.1016/j.micpro.2017.05.018,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1007/s10766-014-0312-y,"Theoretical Computer Science, Software, Information Systems"
10.1016/j.micpro.2014.04.001,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1504/IJHPCN.2004.007562,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.jss.2018.05.057,"Hardware and Architecture, Software, Information Systems"
10.1016/j.jss.2018.07.010,"Hardware and Architecture, Software, Information Systems"
10.1093/comjnl/42.7.582,General Computer Science
10.1016/j.knosys.2005.05.004,"Software, Information Systems and Management, Management Information Systems, Artificial Intelligence"
10.1016/j.jss.2018.05.057,"Hardware and Architecture, Software, Information Systems"
10.1016/j.jss.2018.07.010,"Hardware and Architecture, Software, Information Systems"
10.1093/comjnl/42.7.582,General Computer Science
10.1016/j.knosys.2005.05.004,"Software, Information Systems and Management, Management Information Systems, Artificial Intelligence"
10.1613/jair.2136,Artificial Intelligence
10.1007/s10506-014-9153-7,"Law, Artificial Intelligence"
10.1007/s11277-017-4073-y,"Electrical and Electronic Engineering, Computer Science Applications"
10.1016/j.eswa.2018.02.026,"General Engineering, Artificial Intelligence, Computer Science Applications"
10.3844/jcssp.2013.183.197,"Computer Networks and Communications, Software, Artificial Intelligence"
10.1007/s11277-017-4073-y,"Electrical and Electronic Engineering, Computer Science Applications"
10.1016/j.eswa.2018.02.026,"General Engineering, Artificial Intelligence, Computer Science Applications"
10.3844/jcssp.2013.183.197,"Computer Networks and Communications, Software, Artificial Intelligence"
10.1016/j.tele.2013.11.007,"Computer Networks and Communications, Electrical and Electronic Engineering, Communication, Law"
10.1109/TNET.2014.2317911,"Computer Networks and Communications, Electrical and Electronic Engineering, Software, Computer Science Applications"
10.1109/TWC.2013.031813.121112,"Electrical and Electronic Engineering, Applied Mathematics, Computer Science Applications"
10.1109/MCOM.2018.1700924,"Computer Networks and Communications, Electrical and Electronic Engineering, Computer Science Applications"
10.1016/j.entcs.2008.10.033,"Theoretical Computer Science, General Computer Science"
10.1186/1752-0509-7-133,"Modelling and Simulation, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1007/s10207-013-0200-2,"Computer Networks and Communications, Software, Safety, Risk, Reliability and Quality, Information Systems"
10.1007/s00145-013-9153-x,"Software, Applied Mathematics, Computer Science Applications"
10.1006/jcss.1999.1685,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1016/j.jocs.2013.10.005,"Theoretical Computer Science, Modelling and Simulation, General Computer Science"
10.1186/s12859-016-0964-2,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1186/2043-9113-3-20,Health Informatics
10.1016/j.tcs.2014.04.021,"Theoretical Computer Science, General Computer Science"
10.1016/j.jcss.2013.06.001,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1016/j.ic.2015.06.002,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.tcs.2014.04.021,"Theoretical Computer Science, General Computer Science"
10.1016/j.jcss.2013.06.001,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1016/j.ic.2015.06.002,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1016/j.jbi.2018.10.009,"Health Informatics, Computer Science Applications"
10.1016/j.patcog.2013.03.025,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.cmpb.2008.06.005,"Software, Health Informatics, Computer Science Applications"
10.1109/TMM.2014.2305917,"Media Technology, Signal Processing, Electrical and Electronic Engineering, Computer Science Applications"
10.1016/S0921-8890(00)00121-4,"Control and Systems Engineering, Software, General Mathematics, Computer Science Applications"
10.1109/TITB.2008.2007108,"Biotechnology, Electrical and Electronic Engineering, General Medicine, Computer Science Applications"
10.1016/j.ijar.2005.06.016,"Theoretical Computer Science, Software, Applied Mathematics, Artificial Intelligence"
10.1016/j.ecoinf.2018.12.001,"Ecological Modelling, Ecology, Modelling and Simulation, Computational Theory and Mathematics, Applied Mathematics, Ecology, Evolution, Behavior and Systematics, Computer Science Applications"
10.1007/s00500-005-0515-7,"Theoretical Computer Science, Software, Geometry and Topology"
10.1109/TSMCA.2012.2224335,"Control and Systems Engineering, Human-Computer Interaction, Electrical and Electronic Engineering, Software, Computer Science Applications"
10.1109/MITP.2013.21,"Hardware and Architecture, Software, Computer Science Applications"
10.1109/MC.2013.446,General Computer Science
10.1007/s11219-013-9200-8,"Software, Safety, Risk, Reliability and Quality"
10.3233/AO-2012-0104,"Linguistics and Language, General Computer Science, Language and Linguistics"
10.1016/j.entcs.2014.06.007,"Theoretical Computer Science, General Computer Science"
10.3233/AO-2012-0109,"Linguistics and Language, General Computer Science, Language and Linguistics"
10.3233/AO-140135,"Linguistics and Language, General Computer Science, Language and Linguistics"
10.3233/AO-2012-0104,"Linguistics and Language, General Computer Science, Language and Linguistics"
10.1016/j.entcs.2014.06.007,"Theoretical Computer Science, General Computer Science"
10.3233/AO-2012-0109,"Linguistics and Language, General Computer Science, Language and Linguistics"
10.3233/AO-140135,"Linguistics and Language, General Computer Science, Language and Linguistics"
10.1016/j.patcog.2018.05.027,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1613/jair.2205,Artificial Intelligence
10.1016/j.disopt.2008.06.001,"Theoretical Computer Science, Computational Theory and Mathematics, Applied Mathematics"
10.1111/itor.12110,"Management of Technology and Innovation, Management Science and Operations Research, Strategy and Management, Business and International Management, Computer Science Applications"
10.1016/j.dam.2003.08.004,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.1016/j.cor.2013.09.007,"Management Science and Operations Research, Modelling and Simulation, General Computer Science"
