doi,subjects
10.1006/jsco.1999.0362,"Algebra and Number Theory, Computational Mathematics"
10.2178/jsl/1122038922,"Philosophy, Logic"
10.3233/FI-2010-356,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2015-1255,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2013-841,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1080/0952813X.2018.1456794,"Theoretical Computer Science, Software, Artificial Intelligence"
10.3233/FI-2016-1440,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1080/11663081.2013.798997,"Philosophy, Logic"
10.1007/s00453-014-9882-8,"General Computer Science, Applied Mathematics, Computer Science Applications"
10.1016/j.ins.2005.05.004,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1186/2043-9113-4-2,Health Informatics
10.1016/j.micpro.2013.08.006,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1109/JETCAS.2014.2315881,Electrical and Electronic Engineering
10.1016/j.micpro.2013.07.007,"Computer Networks and Communications, Hardware and Architecture, Software, Artificial Intelligence"
10.1109/TBCAS.2018.2830659,"Electrical and Electronic Engineering, Biomedical Engineering"
10.1093/bioinformatics/bti754,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1186/1471-2105-14-S7-S11,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1109/MC.2018.1731060,General Computer Science
10.1109/MC.2018.1731060,General Computer Science
10.1007/s10579-018-9417-z,"Linguistics and Language, Education, Library and Information Sciences, Language and Linguistics"
10.1109/MC.2014.164,General Computer Science
10.3233/JCS-2011-0430,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.1109/TCBB.2014.2306830,"Biotechnology, Genetics, Applied Mathematics"
10.3390/a6020352,"Theoretical Computer Science, Computational Theory and Mathematics, Numerical Analysis, Computational Mathematics"
10.1006/ijhc.1996.0114,"General Engineering, Human-Computer Interaction, Hardware and Architecture, Software, Education, Human Factors and Ergonomics"
10.1145/2501603,"Theoretical Computer Science, Artificial Intelligence"
10.1006/ijhc.1996.0114,"General Engineering, Human-Computer Interaction, Hardware and Architecture, Software, Education, Human Factors and Ergonomics"
10.1145/2501603,"Theoretical Computer Science, Artificial Intelligence"
10.1016/j.websem.2014.04.003,"Human-Computer Interaction, Computer Networks and Communications, Software"
10.3233/SW-160237,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.3233/SW-160221,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.3233/SW-160240,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.3233/SW-160222,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1007/s10579-013-9248-x,"Linguistics and Language, Education, Library and Information Sciences, Language and Linguistics"
10.1111/coin.12042,"Artificial Intelligence, Computational Mathematics"
10.1142/S0218001408006570,"Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1111/coin.12013,"Artificial Intelligence, Computational Mathematics"
10.1016/j.ipm.2005.05.001,"Media Technology, Management Science and Operations Research, Library and Information Sciences, Information Systems, Computer Science Applications"
10.1162/COLI_r_00311,"Linguistics and Language, Artificial Intelligence, Language and Linguistics, Computer Science Applications"
10.1080/08839510590887450,Artificial Intelligence
10.1109/T-AFFC.2013.20,"Human-Computer Interaction, Software"
10.1016/j.knosys.2014.04.029,"Software, Information Systems and Management, Management Information Systems, Artificial Intelligence"
10.1155/2018/6047696,"Computer Networks and Communications, Computer Science Applications"
10.1145/2414425.2414435,"Theoretical Computer Science, Artificial Intelligence"
10.1145/2508037.2508041,"Theoretical Computer Science, Artificial Intelligence"
10.1177/1059712313488789,"Experimental and Cognitive Psychology, Behavioral Neuroscience"
10.1186/1471-2105-15-123,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1504/IJDMB.2014.062149,"General Biochemistry, Genetics and Molecular Biology, Library and Information Sciences, Information Systems"
10.1007/s10619-014-7142-1,"Hardware and Architecture, Software, Information Systems and Management, Information Systems"
10.1007/s10619-014-7142-1,"Hardware and Architecture, Software, Information Systems and Management, Information Systems"
10.1016/j.jal.2005.06.004,"Logic, Applied Mathematics"
10.1145/2445583.2445589,Information Systems
10.1016/j.jal.2005.06.010,"Logic, Applied Mathematics"
10.1007/s10849-005-5787-x,"Computer Science (miscellaneous), Philosophy, Linguistics and Language"
10.1016/j.socnet.2013.05.003,"Sociology and Political Science, General Social Sciences, General Psychology, Anthropology"
10.3233/FI-2016-1444,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2016-1444,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1109/JSAC.2013.130716,"Computer Networks and Communications, Electrical and Electronic Engineering"
10.3390/g9030038,"Statistics, Probability and Uncertainty, Statistics and Probability, Applied Mathematics"
10.1002/bltj.21629,Electrical and Electronic Engineering
10.1109/TCOMM.2018.2846235,Electrical and Electronic Engineering
10.1016/j.comnet.2013.02.018,Computer Networks and Communications
10.1142/S0218195908002714,"Theoretical Computer Science, Computational Theory and Mathematics, Geometry and Topology, Applied Mathematics, Computational Mathematics"
10.1007/s10209-005-0008-6,"Human-Computer Interaction, Computer Networks and Communications, Software, Information Systems"
10.1016/j.jss.2018.06.035,"Hardware and Architecture, Software, Information Systems"
10.1007/s10209-013-0339-7,"Human-Computer Interaction, Computer Networks and Communications, Software, Information Systems"
10.1016/j.jvlc.2014.01.003,"Human-Computer Interaction, Language and Linguistics, Computer Science Applications"
10.1016/j.ijhcs.2013.10.004,"General Engineering, Human-Computer Interaction, Hardware and Architecture, Software, Education, Human Factors and Ergonomics"
10.1006/jsco.1993.1013,"Algebra and Number Theory, Computational Mathematics"
10.1007/s10664-013-9248-x,Software
10.1016/j.infsof.2013.08.001,"Software, Information Systems, Computer Science Applications"
10.1109/TSE.2005.115,Software
10.1007/s10664-014-9321-0,Software
10.1007/s10664-013-9248-x,Software
10.1016/j.infsof.2013.08.001,"Software, Information Systems, Computer Science Applications"
10.1109/TSE.2005.115,Software
10.1007/s10664-014-9321-0,Software
10.1007/s11047-008-9100-1,Computer Science Applications
10.1016/j.tcs.2013.11.015,"Theoretical Computer Science, General Computer Science"
10.1016/j.tcs.2008.09.041,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2017-1565,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2014-1094,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2008.09.063,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2015-1201,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1002/wcm.331,"Computer Networks and Communications, Electrical and Electronic Engineering, Information Systems"
10.1016/j.jnca.2018.05.011,"Computer Networks and Communications, Hardware and Architecture, Computer Science Applications"
10.1007/s10586-014-0364-1,"Computer Networks and Communications, Software"
10.1016/j.jss.2008.11.010,"Hardware and Architecture, Software, Information Systems"
10.1016/j.neuroimage.2018.03.069,"Cognitive Neuroscience, Neurology"
10.1016/j.neuroimage.2013.11.038,"Cognitive Neuroscience, Neurology"
10.1016/j.cie.2018.05.045,"General Engineering, General Computer Science"
10.1007/s10479-017-2735-5,"Management Science and Operations Research, General Decision Sciences"
10.1109/TPAMI.2005.88,"Computational Theory and Mathematics, Software, Applied Mathematics, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.ecoinf.2018.12.001,"Ecological Modelling, Ecology, Modelling and Simulation, Computational Theory and Mathematics, Applied Mathematics, Ecology, Evolution, Behavior and Systematics, Computer Science Applications"
10.1109/TPAMI.2005.88,"Computational Theory and Mathematics, Software, Applied Mathematics, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.ecoinf.2018.12.001,"Ecological Modelling, Ecology, Modelling and Simulation, Computational Theory and Mathematics, Applied Mathematics, Ecology, Evolution, Behavior and Systematics, Computer Science Applications"
10.1016/j.ic.2013.05.001,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1017/S1471068414000179,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1016/j.scico.2013.11.019,Software
10.1016/j.scico.2015.07.006,Software
10.1016/j.scico.2018.05.002,Software
10.1016/j.ic.2013.05.001,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1017/S1471068414000179,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1016/j.scico.2013.11.019,Software
10.1016/j.scico.2015.07.006,Software
10.1016/j.scico.2018.05.002,Software
10.3233/FI-2009-0042,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1017/S1471068413000070,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.3233/FI-2011-381,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.entcs.2018.03.002,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2013-846,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1093/logcom/ext069,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.3233/FI-2018-1661,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2015-1259,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s11036-005-6422-4,"Computer Networks and Communications, Hardware and Architecture, Software, Information Systems"
10.1016/j.jcss.2013.06.018,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1109/TVT.2013.2287343,"Computer Networks and Communications, Electrical and Electronic Engineering, Automotive Engineering, Aerospace Engineering"
10.1002/ett.4460030214,Electrical and Electronic Engineering
10.1016/j.comcom.2005.02.012,Computer Networks and Communications
10.1109/TPDS.2007.1114,"Signal Processing, Hardware and Architecture, Computational Theory and Mathematics"
10.1186/1687-1499-2013-225,"Signal Processing, Computer Networks and Communications, Computer Science Applications"
10.1109/TNET.2014.2307157,"Computer Networks and Communications, Electrical and Electronic Engineering, Software, Computer Science Applications"
10.1007/s10586-004-4435-6,"Computer Networks and Communications, Software"
10.1002/ett.4460130602,Electrical and Electronic Engineering
10.1007/s10796-018-9833-z,"Theoretical Computer Science, Computer Networks and Communications, Software, Information Systems"
10.1016/j.infsof.2013.05.003,"Software, Information Systems, Computer Science Applications"
10.1016/j.envsoft.2003.03.001,"Ecological Modelling, Environmental Engineering, Software"
10.1016/j.infsof.2013.05.003,"Software, Information Systems, Computer Science Applications"
10.1016/j.envsoft.2003.03.001,"Ecological Modelling, Environmental Engineering, Software"
10.3233/FI-2016-1440,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2013-840,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2014-1102,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1007/s10472-013-9348-8,"Applied Mathematics, Artificial Intelligence"
10.1049/iet-sen.2017.0350,Computer Graphics and Computer-Aided Design
10.1017/S1471068414000106,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1080/0952813X.2018.1456794,"Theoretical Computer Science, Software, Artificial Intelligence"
10.3233/FI-2017-1459,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2011-563,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1023/A:1026441215081,"Computational Theory and Mathematics, Software, Artificial Intelligence, Discrete Mathematics and Combinatorics"
10.3233/FI-2010-358,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2015-1254,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1109/TIP.2008.2006661,"Software, Computer Graphics and Computer-Aided Design"
10.1007/s11042-013-1766-4,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.patcog.2005.09.009,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1016/j.cviu.2014.01.010,"Signal Processing, Software, Computer Vision and Pattern Recognition"
10.1117/1.JEI.27.1.011004,"Electrical and Electronic Engineering, Atomic and Molecular Physics, and Optics, Computer Science Applications"
10.1007/s10618-013-0328-8,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.3233/FI-2015-1235,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.scico.2013.07.001,Software
10.1007/s10703-018-0315-1,"Theoretical Computer Science, Hardware and Architecture, Software"
10.1016/j.future.2018.03.057,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1016/j.jbi.2014.02.015,"Health Informatics, Computer Science Applications"
10.1109/TII.2018.2832081,"Control and Systems Engineering, Electrical and Electronic Engineering, Information Systems, Computer Science Applications"
10.1109/JBHI.2014.2311325,"Biotechnology, Electrical and Electronic Engineering, Health Information Management, Computer Science Applications"
10.1109/ACCESS.2018.2816338,"General Engineering, General Materials Science, General Computer Science"
10.1016/j.bspc.2018.01.007,"Signal Processing, Health Informatics"
10.1016/j.compeleceng.2018.04.008,"Control and Systems Engineering, Electrical and Electronic Engineering, General Computer Science"
10.3233/JCS-2012-0457,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.3233/JCS-140513,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.1016/j.cose.2013.01.008,"General Computer Science, Law"
10.3233/JCS-2012-0449,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.1109/TDSC.2013.2295798,Electrical and Electronic Engineering
10.1007/s10009-008-0088-8,"Software, Information Systems"
10.1007/s10515-005-6208-8,Software
10.1007/s10664-013-9248-x,Software
10.1016/S0950-5849(01)00156-2,"Software, Information Systems, Computer Science Applications"
10.1002/(SICI)1096-908X(199909/10)11:5<339::AID-SMR196>3.0.CO;2-I,General Computer Science
10.1002/stvr.1665,"Software, Safety, Risk, Reliability and Quality"
10.1002/(SICI)1097-024X(200002)30:2<129::AID-SPE293>3.0.CO;2-M,Software
10.1002/smr.235,Software
10.1002/(SICI)1096-908X(199903/04)11:2<117::AID-SMR185>3.0.CO;2-P,General Computer Science
10.1016/S0164-1212(98)10058-4,"Hardware and Architecture, Software, Information Systems"
10.1016/S0167-6423(01)00019-3,Software
10.1109/TSE.2005.115,Software
10.1016/j.jss.2013.07.009,"Hardware and Architecture, Software, Information Systems"
10.1002/smr.323,Software
10.1007/s10009-008-0086-x,"Software, Information Systems"
10.3233/JHS-130476,"Computer Networks and Communications, Hardware and Architecture, Information Systems"
10.1109/MC.2014.164,General Computer Science
10.1016/j.cose.2013.03.009,"General Computer Science, Law"
10.3233/JCS-150530,"Computer Networks and Communications, Hardware and Architecture, Software, Safety, Risk, Reliability and Quality"
10.1002/cpe.4431,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1504/IJCSE.2014.060717,"Modelling and Simulation, Hardware and Architecture, Computational Theory and Mathematics, Software, Computational Mathematics"
10.1109/TDSC.2014.2315198,Electrical and Electronic Engineering
10.3233/JHS-160539,"Computer Networks and Communications, Hardware and Architecture, Information Systems"
10.1002/rsa.20071,"Software, Applied Mathematics, General Mathematics, Computer Graphics and Computer-Aided Design"
10.1137/S0097539703437831,"General Computer Science, General Mathematics"
10.1109/TKDE.2014.2312325,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.3233/AO-2012-0114,"Linguistics and Language, General Computer Science, Language and Linguistics"
10.1007/s13740-018-0090-6,"Computer Networks and Communications, Artificial Intelligence, Information Systems"
10.1093/logcom/exn049,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1016/j.ins.2014.02.017,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1007/s11042-018-5931-7,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1111/cgf.13352,Computer Networks and Communications
10.1016/j.imavis.2013.02.004,Computer Vision and Pattern Recognition
10.1186/1471-2105-6-S4-S7,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.3233/IDA-120564,"Theoretical Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1186/1471-2105-14-S7-S2,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1186/1471-2105-14-S6-S11,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1371/journal.pcbi.1003010,"Ecology, Modelling and Simulation, Computational Theory and Mathematics, Genetics, Ecology, Evolution, Behavior and Systematics, Molecular Biology, Cellular and Molecular Neuroscience"
10.3233/IDA-140671,"Theoretical Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1186/1471-2105-6-S4-S7,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.3233/IDA-120564,"Theoretical Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1186/1471-2105-14-S7-S2,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1186/1471-2105-14-S6-S11,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1371/journal.pcbi.1003010,"Ecology, Modelling and Simulation, Computational Theory and Mathematics, Genetics, Ecology, Evolution, Behavior and Systematics, Molecular Biology, Cellular and Molecular Neuroscience"
10.3233/IDA-140671,"Theoretical Computer Science, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1186/1758-2946-5-30,"Physical and Theoretical Chemistry, Library and Information Sciences, Computer Graphics and Computer-Aided Design, Computer Science Applications"
10.3390/e16031365,General Physics and Astronomy
10.1186/1471-2105-14-201,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1093/bioinformatics/btu058,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1016/j.sigpro.2014.01.019,"Control and Systems Engineering, Signal Processing, Electrical and Electronic Engineering, Software, Computer Vision and Pattern Recognition"
10.1016/S0165-1684(01)00129-3,"Control and Systems Engineering, Signal Processing, Electrical and Electronic Engineering, Software, Computer Vision and Pattern Recognition"
10.1016/j.sigpro.2013.05.014,"Control and Systems Engineering, Signal Processing, Electrical and Electronic Engineering, Software, Computer Vision and Pattern Recognition"
10.1109/TSP.2018.2811746,"Signal Processing, Electrical and Electronic Engineering"
10.1007/s11042-013-1512-y,"Media Technology, Computer Networks and Communications, Hardware and Architecture, Software"
10.1145/2602695.2602701,General Computer Science
10.1109/LSP.2013.2279014,"Signal Processing, Electrical and Electronic Engineering, Applied Mathematics"
10.1109/TSMC.2013.2279661,"Control and Systems Engineering, Human-Computer Interaction, Electrical and Electronic Engineering, Software, Computer Science Applications"
10.1109/TPAMI.2014.2377748,"Computational Theory and Mathematics, Software, Applied Mathematics, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1093/nar/gkt1175,Genetics
10.1186/s12859-018-2043-3,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1002/bltj.21633,Electrical and Electronic Engineering
10.1016/S0921-8890(99)00039-1,"Control and Systems Engineering, Software, General Mathematics, Computer Science Applications"
10.1007/BF01664755,"Control and Systems Engineering, Mechanical Engineering, Electrical and Electronic Engineering, Industrial and Manufacturing Engineering, Software, Artificial Intelligence"
10.1108/IJWIS-11-2017-0080,"Computer Networks and Communications, Information Systems"
10.1108/IJWIS-11-2013-0031,"Computer Networks and Communications, Information Systems"
10.1108/IJWIS-12-2016-0069,"Computer Networks and Communications, Information Systems"
10.3233/FI-2015-1253,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2018-1691,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2017-1462,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/FI-2018-1692,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.patcog.2005.06.015,"Signal Processing, Software, Artificial Intelligence, Computer Vision and Pattern Recognition"
10.1109/TCDS.2017.2788820,"Software, Artificial Intelligence"
10.1016/j.ijar.2013.07.006,"Theoretical Computer Science, Software, Applied Mathematics, Artificial Intelligence"
10.1007/s13740-012-0013-x,"Computer Networks and Communications, Artificial Intelligence, Information Systems"
10.1093/logcom/exn058,"Theoretical Computer Science, Hardware and Architecture, Logic, Software, Arts and Humanities (miscellaneous)"
10.1109/TMSCS.2017.2771750,"Control and Systems Engineering, Hardware and Architecture, Information Systems"
10.1016/j.jal.2015.01.002,"Logic, Applied Mathematics"
10.1016/j.tcs.2014.02.036,"Theoretical Computer Science, General Computer Science"
10.1017/S1471068413000471,"Theoretical Computer Science, Hardware and Architecture, Computational Theory and Mathematics, Software, Artificial Intelligence"
10.1016/j.ijar.2014.03.001,"Theoretical Computer Science, Software, Applied Mathematics, Artificial Intelligence"
10.1137/S0097539703432542,"General Computer Science, General Mathematics"
10.1287/opre.2014.1293,"Management Science and Operations Research, Computer Science Applications"
10.1007/s10107-005-0594-3,"Software, General Mathematics"
10.1016/j.jctb.2014.02.006,"Theoretical Computer Science, Computational Theory and Mathematics, Discrete Mathematics and Combinatorics"
10.1007/BF01581727,"Software, General Mathematics"
10.1016/j.tcs.2018.02.009,"Theoretical Computer Science, General Computer Science"
10.1016/j.dam.2013.02.022,"Applied Mathematics, Discrete Mathematics and Combinatorics"
10.1023/A:1026319107706,"Software, Artificial Intelligence"
10.1016/j.jctb.2014.02.009,"Theoretical Computer Science, Computational Theory and Mathematics, Discrete Mathematics and Combinatorics"
10.1006/inco.2000.2919,"Theoretical Computer Science, Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1006/jcss.2001.1795,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1016/j.ins.2018.03.029,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1007/s11227-013-0975-y,"Theoretical Computer Science, Hardware and Architecture, Software, Information Systems"
10.3233/JHS-2011-0340,"Computer Networks and Communications, Hardware and Architecture, Information Systems"
10.1109/JCN.2007.6182871,"Computer Networks and Communications, Information Systems"
10.1007/s10766-013-0289-y,"Theoretical Computer Science, Software, Information Systems"
10.1007/s11227-014-1242-6,"Theoretical Computer Science, Hardware and Architecture, Software, Information Systems"
10.1016/j.swevo.2018.11.001,"General Computer Science, General Mathematics"
10.1016/j.future.2017.07.042,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1002/cpe.3061,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.neucom.2012.11.050,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1007/s00500-014-1377-7,"Theoretical Computer Science, Software, Geometry and Topology"
10.1016/j.jcss.2014.12.022,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1016/j.ins.2018.06.003,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1016/j.jnca.2013.05.002,"Computer Networks and Communications, Hardware and Architecture, Computer Science Applications"
10.1016/j.ins.2018.03.029,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1007/s11227-013-0975-y,"Theoretical Computer Science, Hardware and Architecture, Software, Information Systems"
10.3233/JHS-2011-0340,"Computer Networks and Communications, Hardware and Architecture, Information Systems"
10.1109/JCN.2007.6182871,"Computer Networks and Communications, Information Systems"
10.1007/s10766-013-0289-y,"Theoretical Computer Science, Software, Information Systems"
10.1007/s11227-014-1242-6,"Theoretical Computer Science, Hardware and Architecture, Software, Information Systems"
10.1016/j.swevo.2018.11.001,"General Computer Science, General Mathematics"
10.1016/j.future.2017.07.042,"Computer Networks and Communications, Hardware and Architecture, Software"
10.1002/cpe.3061,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Software, Computer Science Applications"
10.1016/j.neucom.2012.11.050,"Cognitive Neuroscience, Artificial Intelligence, Computer Science Applications"
10.1007/s00500-014-1377-7,"Theoretical Computer Science, Software, Geometry and Topology"
10.1016/j.jcss.2014.12.022,"Theoretical Computer Science, Computer Networks and Communications, Computational Theory and Mathematics, Applied Mathematics"
10.1016/j.ins.2018.06.003,"Control and Systems Engineering, Theoretical Computer Science, Software, Information Systems and Management, Artificial Intelligence, Computer Science Applications"
10.1016/j.jnca.2013.05.002,"Computer Networks and Communications, Hardware and Architecture, Computer Science Applications"
10.3233/SW-2010-0007,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.3233/FI-2010-245,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.3233/SW-130103,"Computer Networks and Communications, Information Systems, Computer Science Applications"
10.1093/bioinformatics/btt307,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1137/S1052623403424740,"Theoretical Computer Science, Software"
10.1186/s12859-018-2183-5,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1186/1471-2105-14-S7-S5,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1109/TKDE.2005.53,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1186/1471-2105-14-S7-S13,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1186/1471-2105-14-S7-S1,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1093/bioinformatics/btt307,"Statistics and Probability, Computational Theory and Mathematics, Biochemistry, Molecular Biology, Computational Mathematics, Computer Science Applications"
10.1137/S1052623403424740,"Theoretical Computer Science, Software"
10.1186/s12859-018-2183-5,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1186/1471-2105-14-S7-S5,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1109/TKDE.2005.53,"Computational Theory and Mathematics, Information Systems, Computer Science Applications"
10.1186/1471-2105-14-S7-S13,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.1186/1471-2105-14-S7-S1,"Biochemistry, Applied Mathematics, Molecular Biology, Structural Biology, Computer Science Applications"
10.3233/FI-2013-874,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2014.06.046,"Theoretical Computer Science, General Computer Science"
10.3233/FI-2013-877,"Theoretical Computer Science, Computational Theory and Mathematics, Algebra and Number Theory, Information Systems"
10.1016/j.tcs.2015.05.046,"Theoretical Computer Science, General Computer Science"
